date,caltext,caltitle,calsuper
2018-09-01,3.7490088409999993,0.0,2.2373262250000003
2018-09-06,4.228224233999998,0.70677725,1.324948867
2018-09-12,2.385227758,0.0,0.3819166
2018-09-22,5.343003099,0.0,1.8498611329999994
2018-09-23,1.605437867,0.0,0.580672467
2018-09-25,5.711025367,-0.6431488,1.4801483329999998
2018-09-28,3.13256885,0.0,1.165211567
2018-09-29,4.297930333,0.0,3.6919945829999996
2018-09-30,7.3106792249999994,0.06345425000000005,1.8097025500000001
2018-10-01,2.0755464,0.17916715,1.4246142499999999
2018-10-03,-3.752727750000002,0.0,-0.8966003499999998
2018-10-05,17.015253541999996,0.252796,3.8919538250000003
2018-10-06,-1.508622142,-0.625,-0.5115712920000002
2018-10-09,3.604177925,0.0,3.4472085750000003
2018-10-10,1.1971693500000002,0.6637771,-0.22586804999999996
